id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies,default_bool
670582,857281,11000,11000,11000.0, 36 months,10.74%,358.78,B,B4,2 years,RENT,59000.0,Not Verified,Feb-11,other,130xx,NY,12.28,0,Oct-00,0,44.0,,5,0,2071,24.40%,14,12916.5262,12916.53,11000.0,1916.53,0.0,0.0,0.0,Feb-14,381.48,Jul-14,0.0,0
670585,857284,6000,6000,6000.0, 36 months,5.42%,180.96,A,A1,2 years,RENT,47000.0,Verified,Feb-11,debt_consolidation,111xx,NY,5.64,0,Feb-92,2,,,11,0,4535,17.30%,27,6515.334116,6515.33,6000.0,515.33,0.0,0.0,0.0,Mar-14,14.18,Mar-16,0.0,0
670022,856627,30000,30000,29975.0, 60 months,18.99%,778.06,F,F3,10+ years,RENT,104004.0,Verified,Feb-11,other,494xx,MI,5.67,1,Jan-95,1,23.0,,3,0,20731,79.10%,11,29532.6,29508.23,14032.93,13197.48,0.0,2302.19,23.02190001,Feb-14,32.7,Jun-14,0.0,1
667833,853762,6000,6000,6000.0, 36 months,10.00%,193.61,B,B2,5 years,MORTGAGE,85596.0,Source Verified,Feb-11,other,993xx,WA,14.36,0,Oct-98,0,,,10,0,22455,73.40%,16,6970.135802,6970.14,6000.0,970.14,0.0,0.0,0.0,Mar-14,212.88,May-16,0.0,0
670233,856864,6000,6000,6000.0, 36 months,10.74%,195.7,B,B4,1 year,MORTGAGE,150000.0,Source Verified,Feb-11,medical,077xx,NJ,13.25,0,Nov-99,1,,,12,0,18765,84.50%,30,6934.323595,6934.32,6000.0,934.32,0.0,0.0,0.0,Mar-13,2248.08,Oct-15,0.0,0
670527,857203,18500,18500,18500.0, 36 months,16.02%,650.59,D,D5,8 years,RENT,50400.0,Source Verified,Feb-11,home_improvement,076xx,NJ,8.29,1,Jun-97,2,13.0,,2,0,393,26.20%,11,23421.13902,23421.14,18500.0,4921.14,0.0,0.0,0.0,Mar-14,710.14,May-16,0.0,0
670471,857143,4000,4000,4000.0, 36 months,10.37%,129.77,B,B3,4 years,RENT,58320.0,Source Verified,Feb-11,other,024xx,MA,23.4,0,Apr-00,0,48.0,,17,0,6525,62.10%,33,4671.973757,4671.97,4000.0,671.97,0.0,0.0,0.0,Feb-14,134.15,Feb-14,0.0,0
670466,857138,8000,8000,8000.0, 36 months,7.29%,248.08,A,A4,9 years,RENT,42000.0,Source Verified,Feb-11,debt_consolidation,765xx,TX,20.71,0,Feb-92,0,106.0,,6,0,8773,40.10%,21,8273.355634,8273.36,8000.0,273.36,0.0,0.0,0.0,Aug-11,7036.43,Dec-13,0.0,0
670083,856697,14900,14900,14900.0, 60 months,10.37%,319.31,B,B3,10+ years,MORTGAGE,61000.0,Not Verified,Feb-11,debt_consolidation,330xx,FL,22.72,0,Feb-92,0,,,21,0,22385,48%,45,19172.31996,19172.32,14900.0,4272.32,0.0,0.0,0.0,Mar-16,327.73,Mar-16,0.0,0
670475,857149,3000,3000,3000.0, 36 months,10.00%,96.81,B,B2,3 years,RENT,47277.0,Source Verified,Feb-11,moving,115xx,NY,21.02,0,Sep-04,1,,,7,0,11117,63%,10,695.76,695.76,438.48,140.46,0.0,116.82,1.2,Aug-11,96.81,Jan-12,0.0,1
670488,857163,6400,6400,6400.0, 60 months,14.17%,149.49,C,C5,10+ years,MORTGAGE,53000.0,Source Verified,Feb-11,small_business,333xx,FL,4.64,0,Jan-00,1,,,8,0,15760,52%,29,8968.66102,8968.66,6400.0,2568.66,0.0,0.0,0.0,Feb-16,148.75,Feb-16,0.0,0
670271,856907,10200,10200,10200.0, 36 months,10.37%,330.91,B,B3,5 years,OWN,50004.0,Not Verified,Feb-11,debt_consolidation,180xx,PA,13.15,0,Jul-06,0,,,5,0,3681,69.50%,15,1983.06,1983.06,1486.62,496.44,0.0,0.0,0.0,Aug-11,330.91,Sep-11,0.0,1
670409,857058,35000,35000,31845.22117, 60 months,18.99%,907.73,F,F3,10+ years,RENT,128000.0,Verified,Feb-11,debt_consolidation,115xx,NY,12.27,0,Apr-91,0,,,7,0,29759,97.30%,14,49121.61744,42084.17,35000.0,14121.62,0.0,0.0,0.0,Sep-13,21923.25,Oct-13,0.0,0
670397,857049,8000,8000,8000.0, 36 months,7.29%,248.08,A,A4,10+ years,RENT,55000.0,Verified,Feb-11,debt_consolidation,236xx,VA,21.77,0,May-97,0,,,9,0,10089,37.50%,37,8501.649069,8501.65,8000.0,501.65,0.0,0.0,0.0,Feb-12,5776.32,Feb-12,0.0,0
670388,857039,4000,4000,4000.0, 36 months,16.02%,140.67,D,D5,6 years,OWN,30000.0,Source Verified,Feb-11,home_improvement,113xx,NY,10.76,0,Jun-05,0,42.0,,11,0,6858,76%,17,5064.407323,5064.41,4000.0,1064.41,0.0,0.0,0.0,Mar-14,153.41,Feb-14,0.0,0
666332,851920,1600,1600,1600.0, 60 months,17.14%,39.89,E,E3,6 years,RENT,51000.0,Source Verified,Feb-11,other,950xx,CA,6.52,0,Dec-98,2,46.0,,3,0,754,75.40%,10,2053.338708,2053.34,1600.0,453.34,0.0,0.0,0.0,Jan-13,1107.57,Aug-15,0.0,0
670360,857010,5500,5500,5500.0, 36 months,10.37%,178.43,B,B3,4 years,RENT,27000.0,Source Verified,Feb-11,credit_card,722xx,AR,19.11,0,Nov-04,1,,,12,0,7391,84%,27,6308.25581,6308.26,5500.0,808.26,0.0,0.0,0.0,Feb-13,2208.8,Jan-15,0.0,0
670331,856976,6400,6400,6400.0, 36 months,14.54%,220.42,D,D1,2 years,MORTGAGE,52584.0,Source Verified,Feb-11,debt_consolidation,455xx,OH,10.68,1,Aug-00,1,14.0,,8,0,10184,71.70%,21,7371.960991,7371.96,6400.0,971.96,0.0,0.0,0.0,May-12,4288.86,Apr-15,0.0,0
670280,856918,5800,5800,5709.441656, 36 months,7.29%,179.86,A,A4,< 1 year,RENT,144000.0,Source Verified,Feb-11,car,813xx,CO,7.85,0,Jun-94,0,,,8,0,7734,77.30%,33,6057.241097,5945.64,5800.0,257.24,0.0,0.0,0.0,Oct-11,4801.98,Oct-11,0.0,0
670308,856951,16000,16000,16000.0, 60 months,20.11%,424.89,G,G1,7 years,MORTGAGE,83000.0,Verified,Feb-11,debt_consolidation,926xx,CA,7.49,0,Jan-97,0,,,8,0,10692,95.50%,9,19034.15887,19034.16,16000.0,3034.16,0.0,0.0,0.0,Feb-12,14367.61,May-16,0.0,0
665465,850805,16000,16000,16000.0, 60 months,17.14%,398.85,E,E3,10+ years,MORTGAGE,116000.0,Verified,Feb-11,debt_consolidation,786xx,TX,21.57,0,Sep-91,3,,,13,0,78212,83%,25,23042.80547,23042.81,16000.0,7042.81,0.0,0.0,0.0,Aug-14,6711.82,May-16,0.0,0
670267,856903,12000,12000,11975.0, 36 months,10.74%,391.39,B,B4,5 years,RENT,37500.0,Source Verified,Feb-11,debt_consolidation,852xx,AZ,21.41,0,Sep-02,0,,,9,0,14160,74.10%,13,14091.488,14062.13,12000.0,2091.49,0.0,0.0,0.0,Mar-14,419.56,May-16,0.0,0
670226,856857,6000,6000,6000.0, 60 months,11.11%,130.79,B,B5,4 years,MORTGAGE,42000.0,Not Verified,Feb-11,home_improvement,549xx,WI,20.89,2,Jun-94,2,7.0,,8,0,3659,37.70%,43,7089.853859,7089.85,6000.0,1089.85,0.0,0.0,0.0,Jan-13,4227.33,Jul-15,0.0,0
670277,856915,1000,1000,950.0, 36 months,7.66%,31.18,A,A5,4 years,RENT,65000.0,Not Verified,Feb-11,other,787xx,TX,20.55,0,Jun-99,1,59.0,,5,0,7118,49.40%,16,1105.154915,1049.9,1000.0,105.15,0.0,0.0,0.0,Jan-13,424.45,Mar-13,0.0,0
660530,844808,20000,20000,20000.0, 60 months,17.88%,506.57,E,E5,3 years,RENT,67000.0,Not Verified,Feb-11,credit_card,787xx,TX,21.8,0,Nov-96,0,,,11,0,45389,90.40%,32,28115.05176,28115.05,20000.0,8115.05,0.0,0.0,0.0,Mar-14,411.76,May-16,0.0,0
670178,856804,30000,30000,27008.94208, 60 months,18.25%,765.89,F,F1,10+ years,MORTGAGE,65000.0,Verified,Feb-11,debt_consolidation,618xx,IL,20.05,0,Aug-80,2,,,12,0,38197,83.90%,45,45349.77993,38878.61,30000.0,15349.78,0.0,0.0,0.0,Mar-15,8622.67,May-16,0.0,0
670222,856851,24975,24975,24950.0, 60 months,17.88%,632.58,E,E5,6 years,MORTGAGE,63000.0,Verified,Feb-11,wedding,334xx,FL,12.48,0,Nov-97,0,76.0,,8,0,8095,50%,14,33477.76759,33444.26,24975.0,8502.77,0.0,0.0,0.0,May-13,17059.85,Jun-13,0.0,0
670165,856788,7000,7000,7000.0, 36 months,17.88%,252.65,E,E5,2 years,OWN,75996.0,Not Verified,Feb-11,other,150xx,PA,21.79,0,Aug-96,2,34.0,,2,0,5855,48.40%,10,5721.2,5721.2,1248.54,769.38,0.0,3703.28,1054.9145,Nov-11,252.65,May-16,0.0,1
670099,856718,8000,8000,7975.0, 36 months,6.92%,246.73,A,A3,10+ years,MORTGAGE,54000.0,Source Verified,Feb-11,other,141xx,NY,7.73,0,Sep-95,0,,,5,0,88,0.90%,25,8873.981921,8846.25,8000.0,873.98,0.0,0.0,0.0,Nov-13,984.13,Aug-15,0.0,0
670192,856819,12825,12825,12800.0, 60 months,16.77%,317.16,E,E2,2 years,RENT,30000.0,Not Verified,Feb-11,debt_consolidation,194xx,PA,19.88,0,Feb-03,1,75.0,,10,0,10338,40.50%,16,19028.70995,18991.62,12825.0,6203.71,0.0,0.0,0.0,Feb-16,316.27,Feb-16,0.0,0
667780,853695,12000,12000,11950.0, 36 months,6.92%,370.09,A,A3,10+ years,MORTGAGE,100000.0,Not Verified,Feb-11,debt_consolidation,492xx,MI,18.54,0,Jul-89,1,,,8,0,26299,30.40%,26,13324.78737,13269.27,12000.0,1324.79,0.0,0.0,0.0,Mar-14,384.5,Feb-14,0.0,0
670149,856770,2000,2000,1950.0, 36 months,10.37%,64.89,B,B3,3 years,RENT,40000.0,Source Verified,Feb-11,credit_card,701xx,LA,18.78,0,Jun-88,1,,,7,0,6676,87.80%,18,2336.134044,2277.73,2000.0,336.13,0.0,0.0,0.0,Feb-14,67.36,Feb-14,0.0,0
670133,856754,33000,33000,29044.28153, 60 months,16.77%,816.06,E,E2,,MORTGAGE,107507.76,Verified,Feb-11,debt_consolidation,983xx,WA,20.04,0,Mar-89,1,,,6,0,54285,68.50%,24,48963.55008,40914.3,33000.0,15963.55,0.0,0.0,0.0,Feb-16,816.01,Feb-16,0.0,0
670124,856744,20000,20000,14999.99653, 60 months,17.51%,502.56,E,E4,3 years,MORTGAGE,64480.0,Source Verified,Feb-11,credit_card,891xx,NV,15.97,0,Apr-77,0,,94.0,18,1,25058,73.10%,32,5527.14,4140.46,2486.34,3023.23,0.0,17.57,0.0,Jan-12,502.56,May-16,1.0,1
670105,856723,3000,3000,3000.0, 60 months,14.91%,71.23,D,D2,3 years,RENT,25000.0,Source Verified,Feb-11,debt_consolidation,065xx,CT,12.86,0,Oct-05,2,,,5,0,8332,46.30%,6,1889.1,1889.1,984.48,789.27,0.0,115.35,1.19,Mar-13,71.23,May-16,0.0,1
670092,856708,12000,12000,11975.0, 60 months,11.11%,261.57,B,B5,10+ years,MORTGAGE,108795.0,Verified,Feb-11,credit_card,223xx,VA,3.89,0,Jan-92,4,30.0,,10,0,1270,5.80%,35,12645.44372,12619.1,12000.0,645.44,0.0,0.0,0.0,Aug-11,11345.93,Aug-11,0.0,0
670030,856639,10000,10000,9950.0, 36 months,10.00%,322.68,B,B2,1 year,MORTGAGE,55000.0,Verified,Feb-11,small_business,972xx,OR,4.45,0,Apr-01,0,31.0,,10,0,8298,23.40%,25,11308.31088,11251.77,10000.0,1308.31,0.0,0.0,0.0,Nov-12,4877.19,Dec-13,0.0,0
670036,856647,12000,12000,11925.0, 36 months,10.37%,389.3,B,B3,8 years,RENT,127500.0,Verified,Feb-11,debt_consolidation,100xx,NY,11.0,0,Apr-75,0,,,19,0,26794,54.20%,46,14016.39345,13928.79,12000.0,2016.39,0.0,0.0,0.0,Mar-14,403.95,Feb-14,0.0,0
669582,856163,7000,7000,6950.0, 36 months,6.92%,215.89,A,A3,1 year,MORTGAGE,54996.0,Source Verified,Feb-11,other,338xx,FL,19.68,0,Jan-94,0,,,16,0,8703,30.10%,33,7747.249577,7691.91,7000.0,747.25,0.0,0.0,0.0,Aug-13,1492.61,Mar-14,0.0,0
669732,856355,4000,4000,3950.0, 36 months,10.00%,129.07,B,B2,1 year,RENT,19200.0,Source Verified,Feb-11,debt_consolidation,958xx,CA,13.5,0,Mar-06,0,,,6,0,7083,37.10%,8,4349.026809,4294.66,4000.0,349.03,0.0,0.0,0.0,Feb-13,122.75,Feb-13,0.0,0
669735,856359,2000,2000,1950.0, 36 months,7.29%,62.02,A,A4,,MORTGAGE,31200.0,Not Verified,Feb-11,major_purchase,656xx,MO,0.85,0,Apr-97,0,,,2,0,1108,17%,7,2232.78987,2176.97,2000.0,232.79,0.0,0.0,0.0,Feb-14,66.27,Feb-14,0.0,0
666045,851548,12000,12000,11950.0, 36 months,9.63%,385.13,B,B1,3 years,MORTGAGE,54996.0,Not Verified,Feb-11,debt_consolidation,281xx,NC,15.67,0,Apr-01,2,,,10,0,29609,64.80%,33,13865.55882,13807.79,12000.0,1865.56,0.0,0.0,0.0,Feb-14,403.69,Feb-14,0.0,0
669678,856287,8800,8800,8800.0, 60 months,9.63%,185.38,B,B1,4 years,MORTGAGE,60000.0,Source Verified,Feb-11,other,917xx,CA,3.84,0,Feb-02,0,,,7,0,3130,16.40%,14,11068.35001,11068.35,8800.0,2268.35,0.0,0.0,0.0,Jun-15,847.07,Jul-15,0.0,0
667870,853808,12000,12000,12000.0, 60 months,16.40%,294.38,E,E1,3 years,RENT,66200.0,Verified,Feb-11,debt_consolidation,850xx,AZ,5.22,0,Jul-07,0,,,6,0,3662,46.90%,8,16495.51995,16495.52,12000.0,4495.52,0.0,0.0,0.0,Mar-14,3025.53,Apr-14,0.0,0
669579,856160,30000,30000,26585.20766, 60 months,18.25%,765.89,F,F1,10+ years,MORTGAGE,65000.0,Verified,Feb-11,credit_card,983xx,WA,8.88,0,Jan-01,1,72.0,116.0,5,1,19570,83.50%,13,45953.27993,38562.53,30000.0,15953.28,0.0,0.0,0.0,Feb-16,765.77,Feb-16,1.0,0
669586,856167,15000,15000,14925.0, 36 months,11.11%,491.87,B,B5,5 years,MORTGAGE,110000.0,Source Verified,Feb-11,credit_card,913xx,CA,6.55,0,Jul-05,2,,,11,0,4562,15.60%,20,15406.81354,15329.78,15000.0,406.81,0.0,0.0,0.0,May-11,14428.96,May-16,0.0,0
669559,856135,18000,18000,17975.0, 36 months,11.11%,590.24,B,B5,3 years,RENT,64000.0,Verified,Feb-11,credit_card,946xx,CA,3.53,0,Dec-04,0,,,4,0,7964,31.40%,4,21249.9613,21220.45,18000.0,3249.96,0.0,0.0,0.0,Feb-14,679.36,Jan-15,0.0,0
669564,856141,16000,16000,16000.0, 60 months,11.11%,348.76,B,B5,1 year,MORTGAGE,45000.0,Source Verified,Feb-11,debt_consolidation,142xx,NY,20.19,0,Aug-73,0,,,7,0,20876,42.40%,47,7109.6,7109.6,4365.1,2609.47,0.0,135.03,0.0,Nov-12,33.0,May-16,0.0,1
669149,855592,30000,30000,28842.35819, 60 months,17.88%,759.85,E,E5,7 years,MORTGAGE,117000.0,Verified,Feb-11,debt_consolidation,208xx,MD,10.73,2,May-00,1,23.0,,13,0,21031,68.10%,30,24313.73,22201.61,13145.54,11168.19,0.0,0.0,0.0,Oct-13,761.1,May-16,0.0,1
669546,856120,24000,24000,23975.0, 60 months,18.62%,617.57,F,F2,10+ years,MORTGAGE,105040.0,Verified,Feb-11,debt_consolidation,913xx,CA,16.77,0,Jul-93,0,,,10,0,39035,94.30%,31,36856.4401,36818.05,24000.0,12856.44,0.0,0.0,0.0,Aug-15,4781.96,May-16,0.0,0
669210,855661,10000,10000,9975.0, 36 months,7.29%,310.1,A,A4,3 years,RENT,75000.0,Not Verified,Feb-11,major_purchase,112xx,NY,4.7,1,Feb-02,1,21.0,,15,0,1862,10.10%,27,11163.9474,11136.04,10000.0,1163.95,0.0,0.0,0.0,Feb-14,336.45,Apr-16,0.0,0
667663,853543,6600,6600,6575.0, 36 months,7.66%,205.79,A,A5,6 years,MORTGAGE,82359.0,Verified,Feb-11,debt_consolidation,201xx,VA,12.18,0,Feb-00,0,,,16,0,19354,37.40%,24,7409.441495,7381.38,6600.0,809.44,0.0,0.0,0.0,Feb-14,253.14,May-16,0.0,0
669521,856091,13000,13000,12975.0, 36 months,7.29%,403.13,A,A4,3 years,MORTGAGE,46500.0,Not Verified,Feb-11,debt_consolidation,130xx,NY,14.76,0,Dec-93,2,,,17,0,14368,35.80%,27,14020.62241,13993.66,13000.0,1020.62,0.0,0.0,0.0,Jun-12,7991.54,Nov-12,0.0,0
669503,856068,5000,5000,4950.0, 36 months,10.74%,163.08,B,B4,2 years,RENT,19200.0,Not Verified,Feb-11,debt_consolidation,981xx,WA,8.31,0,Nov-04,0,,,3,0,4810,80.20%,4,5502.554345,5447.52,5000.0,502.55,0.0,0.0,0.0,May-12,2826.29,May-12,0.0,0
668787,855127,4975,4975,4975.0, 36 months,5.79%,150.88,A,A2,10+ years,MORTGAGE,48000.0,Not Verified,Feb-11,car,100xx,NY,10.4,0,Dec-88,1,,,7,0,17253,42.70%,11,5431.626059,5431.63,4975.0,456.63,0.0,0.0,0.0,Feb-14,171.56,Feb-14,0.0,0
669498,856061,12000,12000,12000.0, 60 months,18.25%,306.36,F,F1,1 year,RENT,50400.0,Source Verified,Feb-11,wedding,341xx,FL,8.21,2,Feb-07,3,21.0,,3,0,0,0%,8,16527.42064,16527.42,12000.0,4527.42,0.0,0.0,0.0,Aug-13,7672.27,Sep-13,0.0,0
669474,856033,5500,5500,5500.0, 60 months,10.37%,117.87,B,B3,5 years,RENT,45600.0,Verified,Feb-11,major_purchase,100xx,NY,6.74,0,Jun-03,0,,102.0,7,1,3235,32.90%,10,6830.910093,6830.91,5500.0,1330.91,0.0,0.0,0.0,Apr-14,2484.51,May-16,1.0,0
669409,855905,9000,9000,8975.0, 36 months,7.29%,279.09,A,A4,6 years,RENT,56000.0,Source Verified,Feb-11,debt_consolidation,103xx,NY,12.09,0,Dec-98,0,,,9,0,8606,68.80%,26,9978.88805,9951.17,9000.0,978.89,0.0,0.0,0.0,Jul-13,889.91,Apr-16,0.0,0
669436,855941,7250,7250,7250.0, 36 months,5.42%,218.66,A,A1,6 years,RENT,80000.0,Source Verified,Feb-11,debt_consolidation,101xx,NY,16.26,0,Aug-79,0,62.0,,14,0,9360,32.10%,33,7812.813075,7812.81,7250.0,562.81,0.0,0.0,0.0,Nov-13,141.7,Dec-15,0.0,0
667130,852905,12000,12000,12000.0, 60 months,13.80%,277.98,C,C4,4 years,MORTGAGE,72000.0,Source Verified,Feb-11,debt_consolidation,141xx,NY,6.95,0,Jun-99,2,,,7,0,10546,75.30%,14,16270.57998,16270.58,12000.0,4270.58,0.0,0.0,0.0,Sep-14,4641.38,Oct-14,0.0,0
669298,855769,8100,8100,8075.0, 36 months,7.29%,251.18,A,A4,10+ years,RENT,78000.0,Source Verified,Feb-11,debt_consolidation,113xx,NY,13.22,0,May-98,0,45.0,,13,0,28747,48%,23,8418.528207,8392.55,8100.0,318.53,0.0,0.0,0.0,Sep-11,6916.77,Jan-14,0.0,0
669421,855922,11200,11200,11200.0, 60 months,10.37%,240.02,B,B3,10+ years,RENT,52116.0,Not Verified,Feb-11,debt_consolidation,217xx,MD,14.55,1,Sep-90,0,11.0,,8,0,10027,24.60%,20,5278.94,5278.94,3442.72,1820.12,0.0,16.1,0.0,Dec-12,240.02,May-16,0.0,1
669413,855911,3600,3600,3575.0, 36 months,10.37%,116.79,B,B3,5 years,MORTGAGE,48000.0,Verified,Feb-11,home_improvement,029xx,RI,16.02,0,Jun-98,3,,97.0,9,1,7221,41.70%,18,4089.272607,4060.87,3600.0,489.27,0.0,0.0,0.0,Nov-12,1756.68,May-16,1.0,0
647417,828305,15000,15000,14975.0, 36 months,10.74%,489.24,B,B4,4 years,RENT,84500.0,Source Verified,Feb-11,debt_consolidation,115xx,NY,11.82,0,Jul-79,0,31.0,,7,0,12804,92.10%,25,9783.53,9767.31,7719.95,2042.81,0.0,20.77,0.0,Oct-12,489.24,May-16,0.0,1
669400,855893,9950,9950,9900.0, 36 months,7.29%,308.55,A,A4,2 years,MORTGAGE,36600.0,Verified,Feb-11,debt_consolidation,300xx,GA,19.87,0,Oct-03,0,,,8,0,10974,56.90%,13,10500.11439,10447.34,9950.0,550.11,0.0,0.0,0.0,Feb-12,961.89,Feb-12,0.0,0
669394,855886,7200,7200,7200.0, 60 months,11.11%,156.95,B,B5,4 years,MORTGAGE,60000.0,Not Verified,Feb-11,home_improvement,648xx,MO,14.82,0,Aug-99,1,,,5,0,11294,88.20%,33,9416.259991,9416.26,7200.0,2216.26,0.0,0.0,0.0,Feb-16,156.21,Mar-16,0.0,0
669378,855868,25000,25000,24169.93378, 60 months,17.88%,633.21,E,E5,3 years,MORTGAGE,87500.0,Verified,Feb-11,debt_consolidation,482xx,MI,22.75,0,Mar-00,2,,,15,0,24678,73.70%,32,35097.40574,33289.35,25000.0,10097.41,0.0,0.0,0.0,Jan-14,14230.6,May-16,0.0,0
650638,832297,20000,20000,19950.0, 36 months,13.06%,674.46,C,C2,< 1 year,MORTGAGE,75000.0,Verified,Feb-11,debt_consolidation,249xx,WV,10.67,0,Mar-88,1,35.0,,13,0,21897,35.80%,19,24281.4257,24220.72,20000.0,4281.43,0.0,0.0,0.0,Feb-14,707.31,Jul-15,0.0,0
669340,855813,10000,10000,9975.0, 36 months,6.92%,308.41,A,A3,2 years,MORTGAGE,44004.0,Not Verified,Feb-11,debt_consolidation,071xx,NJ,11.45,0,Jan-01,2,,,11,0,3014,15.20%,22,11040.73205,11013.13,10000.0,1040.73,0.0,0.0,0.0,Jun-13,2722.05,May-16,0.0,0
669286,855754,3000,3000,2950.0, 36 months,10.00%,96.81,B,B2,1 year,RENT,14400.0,Source Verified,Feb-11,car,782xx,TX,19.33,0,Jun-05,3,,,9,0,3307,24.10%,14,3485.06193,3426.98,3000.0,485.06,0.0,0.0,0.0,Feb-14,106.86,Jul-15,0.0,0
667877,853815,12000,12000,11950.0, 36 months,10.74%,391.39,B,B4,2 years,MORTGAGE,36000.0,Not Verified,Feb-11,debt_consolidation,923xx,CA,11.3,0,Mar-03,0,,,7,0,13749,86.50%,15,14090.97929,14032.27,12000.0,2090.98,0.0,0.0,0.0,Feb-14,421.73,Feb-16,0.0,0
667702,853589,1450,1450,1450.0, 36 months,10.74%,47.3,B,B4,< 1 year,RENT,47000.0,Source Verified,Feb-11,debt_consolidation,223xx,VA,5.77,0,Sep-04,1,28.0,,6,0,3770,67.30%,9,1685.144916,1685.14,1450.0,235.14,0.0,0.0,0.0,Jul-13,29.14,Nov-15,0.0,0
669297,855767,32000,32000,31684.89912, 60 months,20.85%,863.01,G,G3,5 years,RENT,62400.0,Verified,Feb-11,debt_consolidation,018xx,MA,13.04,0,Apr-03,0,,,4,0,27618,97.20%,11,44455.79863,43592.8,32000.01,12455.79,0.0,0.0,0.0,Apr-13,22899.0,Apr-13,0.0,0
652636,834662,3000,3000,2950.0, 36 months,12.68%,100.63,C,C1,1 year,MORTGAGE,15000.0,Source Verified,Feb-11,other,180xx,PA,4.56,0,Nov-00,1,60.0,,3,0,930,33.20%,10,3622.798364,3562.42,3000.0,622.8,0.0,0.0,0.0,Feb-14,118.47,Apr-16,0.0,0
661207,845623,6000,6000,6000.0, 60 months,9.63%,126.4,B,B1,10+ years,OWN,85460.0,Not Verified,Feb-11,car,070xx,NJ,6.4,0,Jul-87,1,,,15,0,26770,17.40%,26,6142.688624,6142.69,6000.0,142.69,0.0,0.0,0.0,May-11,5891.09,May-11,0.0,0
669167,855613,18150,18150,18100.0, 36 months,12.68%,608.76,C,C1,9 years,MORTGAGE,88000.0,Source Verified,Feb-11,credit_card,442xx,OH,17.52,0,Jun-01,0,,,14,0,33948,74%,20,21915.56309,21855.19,18150.0,3765.56,0.0,0.0,0.0,Feb-14,655.59,Mar-14,0.0,0
669219,855670,4000,4000,4000.0, 36 months,13.43%,135.61,C,C3,7 years,MORTGAGE,53712.0,Not Verified,Feb-11,debt_consolidation,844xx,UT,17.25,0,Dec-98,1,38.0,,17,0,8478,39.80%,29,4769.789606,4769.79,4000.0,769.79,0.0,0.0,0.0,Feb-13,1660.98,Jan-14,0.0,0
662379,847057,18000,18000,17620.73313, 60 months,19.36%,470.51,F,F4,10+ years,MORTGAGE,90000.0,Verified,Feb-11,debt_consolidation,606xx,IL,17.45,1,Aug-90,0,10.0,82.0,9,1,17154,68.90%,36,24670.28456,23703.16,18000.0,6670.28,0.0,0.0,0.0,May-13,12446.23,May-13,0.0,0
669203,855653,17000,17000,17000.0, 60 months,15.65%,410.26,D,D4,3 years,RENT,50500.0,Source Verified,Feb-11,debt_consolidation,024xx,MA,15.52,0,Mar-03,0,,,5,0,4477,74.60%,10,24633.10762,24633.11,17000.0,7615.21,17.90000003,0.0,0.0,Feb-16,409.86,Mar-16,0.0,0
668426,854631,3500,3500,3450.0, 36 months,10.37%,113.55,B,B3,7 years,RENT,56000.0,Not Verified,Feb-11,car,344xx,FL,21.64,0,Mar-93,1,,,9,0,28707,84.90%,20,3991.443101,3934.42,3500.0,491.44,0.0,0.0,0.0,Jan-13,196.51,Feb-13,0.0,0
669200,855651,5000,5000,5000.0, 60 months,14.17%,116.79,C,C5,3 years,RENT,72000.0,Source Verified,Feb-11,credit_card,926xx,CA,18.82,0,May-97,1,,,18,0,10948,71.70%,24,452.82,452.82,115.66,116.88,0.0,220.28,2.07,Apr-11,116.79,Sep-11,0.0,1
666953,852684,10000,10000,10000.0, 60 months,13.80%,231.65,C,C4,8 years,RENT,60000.0,Not Verified,Feb-11,car,105xx,NY,13.16,0,Dec-97,1,,,3,0,5146,70.50%,9,12731.08009,12731.08,10000.0,2731.08,0.0,0.0,0.0,Jul-13,6279.24,Aug-13,0.0,0
669087,855517,2900,2900,2900.0, 60 months,13.43%,66.63,C,C3,3 years,RENT,75600.0,Not Verified,Feb-11,car,951xx,CA,14.9,0,Oct-00,1,,102.0,14,1,4868,36.10%,38,2148.38,2148.38,1252.24,803.68,0.0,92.46,16.6428,Sep-13,66.63,Feb-14,1.0,1
666337,851924,32000,32000,31569.1445, 60 months,19.74%,843.19,F,F5,8 years,RENT,93500.0,Verified,Feb-11,debt_consolidation,112xx,NY,16.36,0,May-04,0,,95.0,10,1,33036,73.90%,12,50513.52,49420.35,31961.81,18551.71,0.0,0.0,0.0,Feb-16,842.34,May-16,1.0,0
669128,855567,16000,16000,15975.0, 60 months,15.28%,383.0,D,D3,,RENT,42000.0,Verified,Feb-11,debt_consolidation,130xx,NY,15.77,0,Aug-03,0,,,10,0,9384,38.90%,19,20609.18545,20576.98,16000.0,4609.19,0.0,0.0,0.0,May-13,10675.86,May-16,0.0,0
